"flight","date","growth_stage","subplot","N_rate_kg_ha","index","canopy_polygon_count","canopy_area_m2","n_pixels","n_duplicate_cells_removed","coverage_pct","mean","median","sd","p05","p25","p75","p95","p99","min","max","n_below_minus1","n_above_1","pct_outside_minus1_1"
3,"2024-10-02","R6","P5",400,"WDRVI",44,11.1274406102766,127767,0,100.048183201384,0.675939826053506,0.672097980976105,0.163710153316844,0.41038998067379,0.555993288755417,0.798808753490448,0.948946684598923,0.992407832145691,0.0296252574771643,1,0,0,0
4,"2024-10-09","R7","P1",0,"NDVI",8,14.7653648766936,134011,0,99.9290704968112,0.786976477081752,0.788893580436707,0.0118632543521619,0.766611516475677,0.778280824422836,0.796322375535965,0.803217202425003,0.807272064685822,0.680489718914032,0.817368507385254,0,0,0
4,"2024-10-09","R7","P1",0,"MSAVI",8,14.7653648766936,134011,0,99.9290704968112,0.652158578381301,0.658711373806,0.0346198866195942,0.596485018730164,0.62080106139183,0.68285271525383,0.698361039161682,0.706363022327423,0.506810307502747,0.725675046443939,0,0,0
4,"2024-10-09","R7","P1",0,"WDRVI",8,14.7653648766936,134011,0,99.9290704968112,0.198354752297343,0.202664092183113,0.0296447801775601,0.147976741194725,0.176152780652046,0.221747487783432,0.239862032234669,0.250701540708542,-0.0329484157264233,0.278311967849731,0,0,0
4,"2024-10-09","R7","P2",100,"NDVI",30,11.050488889241,100152,0,99.7869428825565,0.784928500792767,0.785070270299911,0.0117235157595851,0.766019234061241,0.775820776820183,0.794615283608437,0.802623853087425,0.806908360719681,0.735827922821045,0.817202985286713,0,0,0
4,"2024-10-09","R7","P2",100,"MSAVI",30,11.050488889241,100152,0,99.7869428825565,0.645989159735254,0.644291043281555,0.0341956862020219,0.59442922770977,0.616242438554764,0.677755981683731,0.696810269355774,0.705180979967117,0.544993698596954,0.721971571445465,0,0,0
4,"2024-10-09","R7","P2",100,"WDRVI",30,11.050488889241,100152,0,99.7869428825565,0.193188258774676,0.193013265728951,0.0293484642547216,0.146572958678007,0.170129671692848,0.217322923243046,0.238287549465895,0.24972355440259,0.0781738013029099,0.277851939201355,0,0,0
4,"2024-10-09","R7","P3",200,"NDVI",36,12.6205156370588,114456,0,99.8520644319446,0.79076270974494,0.793387174606323,0.0109985771863521,0.769808456301689,0.783484354615211,0.798999637365341,0.805105701088905,0.808804360032082,0.7471963763237,0.818444013595581,0,0,0
4,"2024-10-09","R7","P3",200,"MSAVI",36,12.6205156370588,114456,0,99.8520644319446,0.664717230800793,0.675576001405716,0.032319877744985,0.604345142841339,0.639411732554436,0.690245538949966,0.703221499919891,0.71028558909893,0.547775983810425,0.727749049663544,0,0,0
4,"2024-10-09","R7","P3",200,"WDRVI",36,12.6205156370588,114456,0,99.8520644319446,0.207899905032194,0.214154496788979,0.0277941299531359,0.155597269535065,0.189043335616589,0.228734578937292,0.244892932474613,0.254834331572056,0.103222519159317,0.281306475400925,0,0,0
4,"2024-10-09","R7","P4",300,"NDVI",35,16.8500157366801,153145,0,100.068662423566,0.796905858709583,0.79852831363678,0.00860906792858922,0.779141056537628,0.793101072311401,0.802697420120239,0.807917177677155,0.811316013336182,0.748038649559021,0.822837114334106,0,0,0
4,"2024-10-09","R7","P4",300,"MSAVI",35,16.8500157366801,153145,0,100.068662423566,0.683363472604663,0.690519750118256,0.0245529308020107,0.627585196495056,0.675459623336792,0.699700355529785,0.709832966327667,0.716029942035675,0.561968445777893,0.732863664627075,0,0,0
4,"2024-10-09","R7","P4",300,"WDRVI",35,16.8500157366801,153145,0,100.068662423566,0.223564300779262,0.227500274777412,0.0221013404225562,0.178269708156586,0.213418081402779,0.238482534885406,0.252439051866531,0.261652801036835,0.105111420154572,0.293648183345795,0,0,0
4,"2024-10-09","R7","P5",400,"NDVI",34,15.5166312148143,140626,8,99.7846570043823,0.795926297480938,0.797491610050201,0.00844775839607819,0.778945609927177,0.792173027992249,0.801588460803032,0.806676253676414,0.810073167085648,0.703195333480835,0.822551548480988,0,0,0
4,"2024-10-09","R7","P5",400,"MSAVI",34,15.5166312148143,140626,8,99.7846570043823,0.680712373152195,0.687386035919189,0.0237350977390965,0.627950087189674,0.672207593917847,0.696755826473236,0.707162871956825,0.713310405611992,0.522376835346222,0.734959244728088,0,0,0
4,"2024-10-09","R7","P5",400,"WDRVI",34,15.5166312148143,140626,8,99.7846570043823,0.221005185379016,0.22479173541069,0.0216028298289662,0.177788246423006,0.211033914238214,0.235547229647636,0.249100029468536,0.258271910250187,0.0106073664501309,0.292840600013733,0,0,0
5,"2024-10-16","R8","P1",0,"NDVI",1,13.3757326664997,77223,0,99.9192322734336,0.865643777047097,0.872054755687714,0.0603905890144274,0.756049245595932,0.832433938980103,0.907401323318481,0.952381509542465,0.974399211406708,0.530580222606659,0.998583793640137,0,0,0
5,"2024-10-16","R8","P1",0,"MSAVI",1,13.3757326664997,118162,0,99.9392061089683,0.702707631518237,0.71295228600502,0.107945406228671,0.508062961697578,0.638960361480713,0.777217552065849,0.860681912302971,0.917847142219544,0.0900860354304314,1.05937159061432,0,53,0.0448536754625006
5,"2024-10-16","R8","P1",0,"WDRVI",1,13.3757326664997,118162,0,99.9392061089683,0.229877779653072,0.231490798294544,0.0183471629702363,0.197276096045971,0.219494931399822,0.242275793105364,0.256731548905373,0.266509800255299,0.11212494969368,0.294885396957397,0,0,0
5,"2024-10-16","R8","P2",100,"NDVI",1,14.3907776582602,83119,0,99.9622552509692,0.858361680986984,0.871210813522339,0.0739633572332877,0.715419381856918,0.827764749526978,0.907011598348618,0.951187092065811,0.973236103057861,0.317128270864487,0.998727858066559,0,0,0
5,"2024-10-16","R8","P2",100,"MSAVI",1,14.3907776582602,127129,0,99.9392324686531,0.710518904821373,0.728103220462799,0.128026060757066,0.471128845214844,0.649065256118774,0.794506788253784,0.882571518421173,0.942271318435669,-0.203849002718925,1.11842381954193,0,206,0.162040132463875
5,"2024-10-16","R8","P2",100,"WDRVI",1,14.3907776582602,127129,0,99.9392324686531,0.228812432762359,0.232111886143684,0.0221158716951634,0.187565779685974,0.219048455357552,0.243062481284142,0.257521969079971,0.267169325351715,0.0543739050626755,0.295452415943146,0,0,0
5,"2024-10-16","R8","P3",200,"NDVI",1,16.6921091594076,96429,0,99.9807628777858,0.857532915245176,0.867999732494354,0.0688772871043233,0.727085971832275,0.825808048248291,0.903398334980011,0.948544871807098,0.972580780982971,0.436574906110764,0.997707664966583,0,0,0
5,"2024-10-16","R8","P3",200,"MSAVI",1,16.6921091594076,147459,0,99.9391635858584,0.704348192686125,0.718882262706757,0.119637977257389,0.486455339193344,0.640790581703186,0.784868985414505,0.871882539987564,0.932231550216675,-0.0275860503315926,1.07090616226196,0,120,0.0813785526824405
5,"2024-10-16","R8","P3",200,"WDRVI",1,16.6921091594076,147459,0,99.9391635858584,0.228349980982789,0.231027469038963,0.0206404258129383,0.190753175318241,0.21823650598526,0.241909228265285,0.25641405582428,0.266532179713249,0.089119479060173,0.296178996562958,0,0,0
5,"2024-10-16","R8","P4",300,"NDVI",1,19.1052644323932,110352,0,99.964812315693,0.894688687465109,0.899222016334534,0.0494454427402993,0.806393390893936,0.865858927369118,0.929649472236633,0.966731995344162,0.984362227320671,0.573077738285065,0.999754011631012,0,0,0
5,"2024-10-16","R8","P4",300,"MSAVI",1,19.1052644323932,168767,0,99.9332748346876,0.758269849454346,0.764754891395569,0.0942407948448767,0.591971015930176,0.701598733663559,0.822185516357422,0.901150810718536,0.956625159978867,0.224796608090401,1.16663825511932,0,334,0.197905988730024
5,"2024-10-16","R8","P4",300,"WDRVI",1,19.1052644323932,168767,0,99.9332748346876,0.238465256734317,0.239387720823288,0.0157577656641566,0.211204458773136,0.229007340967655,0.249027922749519,0.262530586123466,0.271978912353516,0.138670414686203,0.308854818344116,0,0,0
5,"2024-10-16","R8","P5",400,"NDVI",1,17.4927594975741,100990,0,99.9171519452193,0.883726733714174,0.891347765922546,0.0565318625848224,0.782859522104263,0.855295330286026,0.922049969434738,0.95889573097229,0.977533854842186,0.119530528783798,0.997917115688324,0,0,0
5,"2024-10-16","R8","P5",400,"MSAVI",1,17.4927594975741,154532,0,99.9391709421625,0.727601641813793,0.73848819732666,0.108972035873351,0.534682083129883,0.66719226539135,0.800619184970856,0.883140882849693,0.939787340164185,-0.710967481136322,1.09928297996521,0,147,0.0951259286102555
5,"2024-10-16","R8","P5",400,"WDRVI",1,17.4927594975741,154532,0,99.9391709421625,0.234600211544744,0.236324235796928,0.0179719164438448,0.203844467550516,0.225087538361549,0.246327567845583,0.259809973835945,0.269190430939198,-0.0291074980050325,0.293262094259262,0,0,0
